cep,endereco,numero,bairro,cidade,estado,tipo,complemento,pais,valor,area,quartos,suites,salas,garagem,descricao,imagem,piscina,praia,lazer,gourmet,varanda,quadra,elevador,solarium,vendido,comissao,valor_comissao,corretor,data_venda,proprietario,construtora,telefone,festa
58037725,Rua Themístocles da Costa Brito,529,Jardim Oceania,João Pessoa,PB,Terreno,,Brasil,23819.52,185,8,2,2,5,Aceita permuta,,False,True,True,True,True,False,False,True,True,4.0,952.7808,Srta. Sophie Rocha,28/04/2023,0,Rezende,83928007981,True
58050585,Rua Tabelião Stanislau Eloy,837,Castelo Branco,João Pessoa,PB,Casa,,Brasil,225725.11,314,3,4,2,4,Aceita carro no negócio,,True,True,True,False,True,False,False,False,True,9.0,20315.2599,Henrique Gonçalves,23/01/2023,0,da Paz,83997747128,False
58078530,Rua Maria Avelina da Silva Rocha,565,Funcionários,João Pessoa,PB,Casa,,Brasil,170584.33,259,9,3,1,3,Aceita permuta,,True,False,True,False,True,True,True,True,True,8.0,13646.7464,Maria Clara Martins,18/03/2023,0,Lopes,83987040037,True
58053000,Rua Diógenes Chianca,254,Água Fria,João Pessoa,PB,Casa,,Brasil,451158.9,265,9,4,1,2,Aceita permuta,,True,True,False,True,True,True,False,True,True,1.0,4511.589,Arthur Fernandes,17/01/2023,0,Rocha Cardoso Ltda.,83994557073,False
58035102,Rua José Ladislau de Carvalho,431,Bessa,João Pessoa,PB,Casa,,Brasil,185614.55,359,3,0,3,3,Aceita carro no negócio,,False,True,True,True,False,False,True,True,False,0.0,0.0,,,0,Ribeiro,83943394321,True
58039121,Avenida Olinda,625,Tambaú,João Pessoa,PB,Flat,,Brasil,404076.89,94,3,3,3,3,Aceita permuta,,False,True,False,True,True,True,True,True,True,1.0,4040.7689,Natália Melo,09/04/2023,0,Teixeira,8398041063,True
58088080,Rua Fiscal de Trânsito João Batista da Silva,834,Oitizeiro,João Pessoa,PB,Flat,,Brasil,233950.17,365,7,1,3,4,,,False,False,True,False,False,False,True,False,True,9.0,21055.5153,Matheus Rodrigues,29/01/2023,0,Monteiro S.A.,83998065635,False
58062151,Rua Sindicalista Antonio Felipe dos Santos,211,Paratibe,João Pessoa,PB,Flat,,Brasil,167318.38,472,7,1,1,4,,,False,False,False,True,False,True,False,False,False,0.0,0.0,,,0,Monteiro,83958337143,False
58078130,Rua Margarida Barbosa Chaves,424,Funcionários,João Pessoa,PB,Flat,,Brasil,388520.72,411,3,3,2,5,Aceita carro no negócio,,True,True,False,False,True,False,False,True,True,9.0,34966.8648,Dr. Vitor Hugo Aragão,22/04/2023,0,Lopes Souza S.A.,83923113486,False
58059712,Rua das Nolinas,629,Mangabeira,João Pessoa,PB,Flat,,Brasil,261550.2,320,9,4,3,3,,,False,False,False,True,True,False,False,False,False,0.0,0.0,,,0,Pires - ME,83998314111,True
58058236,Rua Desembargador Júlio Rique Filho,238,Mangabeira,João Pessoa,PB,Apartamento,,Brasil,105811.89,377,4,3,1,4,Aceita permuta,,False,False,False,True,False,False,False,True,True,7.0,7406.8323,Eduarda Araújo,10/11/2022,0,da Rocha Lima e Filhos,83913878249,True
58083618,Rua Dinamarca,631,Indústrias,João Pessoa,PB,Apartamento,,Brasil,428798.39,416,7,2,3,4,Aceita carro no negócio,,False,True,True,False,True,True,True,True,True,1.0,4287.9839,Ana Julia Farias,16/01/2023,0,Alves,83993610784,False
58035120,Rua Hortêncio Osterne Carneiro,152,Bessa,João Pessoa,PB,Flat,,Brasil,204041.09,475,4,2,3,3,Aceita carro no negócio,,True,True,True,True,True,False,True,False,False,0.0,0.0,,,0,Jesus,83983573772,False
58058597,Rua Eloi Evangelista dos Santos,430,Mangabeira,João Pessoa,PB,Flat,,Brasil,186280.2,117,2,5,3,2,Aceita permuta,,True,True,True,True,True,True,True,False,True,9.0,16765.218,Sophia Ribeiro,17/01/2023,0,Barros e Filhos,83981663201,False
58063006,Rua Maria da Paz Helena de Jesus,949,Valentina de Figueiredo,João Pessoa,PB,Casa,,Brasil,206437.35,177,9,3,1,4,Aceita permuta,,False,True,False,True,False,True,False,False,True,6.0,12386.241,Sra. Sarah Dias,21/05/2023,0,Porto Costela S.A.,83932408962,True
58076686,Rua Geraldo Roberto da Silva,955,João Paulo II,João Pessoa,PB,Casa,,Brasil,469413.76,111,2,5,2,4,Aceita carro no negócio,,True,True,False,True,True,True,True,True,True,5.0,23470.688,Marina Teixeira,30/10/2022,0,da Rocha Ltda.,83993357825,False
58039170,Rua Monteiro Lobato,800,Tambaú,João Pessoa,PB,Terreno,,Brasil,89656.63,331,2,3,2,1,Aceita carro no negócio,,True,True,True,True,True,True,True,True,False,0.0,0.0,,,0,Mendes S.A.,83921877555,True
58030180,Avenida Paraná,900,Estados,João Pessoa,PB,Casa,,Brasil,80305.38,299,10,1,2,4,,,False,False,False,False,True,False,False,True,True,10.0,8030.538,Laís da Luz,29/11/2022,0,Cavalcanti Cardoso - ME,83922973777,True
58011384,Vila Lopo Garro,939,Ilha do Bispo,João Pessoa,PB,Casa,,Brasil,199025.7,355,1,2,1,4,Aceita permuta,,False,False,True,True,True,False,True,False,False,0.0,0.0,,,0,Rocha,83968566149,False
58077067,Rua Marizélia Porto Bezerra,286,Cuiá,João Pessoa,PB,Apartamento,,Brasil,158207.15,344,7,0,2,3,Aceita carro no negócio,,False,False,True,True,False,True,False,False,True,10.0,15820.715,Milena Lopes,21/11/2022,0,da Conceição Rocha S.A.,83988214368,False
58015050,Rua Maximiano Chaves,504,Jaguaribe,João Pessoa,PB,Terreno,,Brasil,316392.26,449,1,3,3,2,Aceita carro no negócio,,False,True,False,True,True,False,True,False,False,0.0,0.0,,,0,da Mata,83971963999,True
58067245,Rua Pedro Montenegro de Oliveira,737,Gramame,João Pessoa,PB,Casa,,Brasil,440905.03,153,1,1,1,2,Aceita carro no negócio,,False,False,True,False,False,True,False,True,False,0.0,0.0,,,0,Melo da Luz - EI,83968028395,True
58028660,Rua Professora Marluce Malheiros,795,Ipês,João Pessoa,PB,Casa,,Brasil,361560.05,136,8,5,3,1,,,False,True,True,False,True,True,False,True,False,0.0,0.0,,,0,Fernandes Nogueira S.A.,83997326133,False
58077105,Rua Francisco de Vasconcelos Leitão,474,Cuiá,João Pessoa,PB,Casa,,Brasil,188776.63,383,3,1,1,5,Aceita carro no negócio,,True,True,True,False,True,True,True,False,True,7.0,13214.3641,Emilly Farias,19/11/2022,0,Dias e Filhos,83920530738,False
58064490,Rua Estudante Francisco Edson Spinelli de Figueiredo,196,Valentina de Figueiredo,João Pessoa,PB,Casa,,Brasil,364408.54,381,10,0,3,4,Aceita permuta,,False,False,True,False,False,False,True,True,False,0.0,0.0,,,0,Santos,83915060288,False
58071684,Rua Eunice Laurindo da Silva,898,Cristo Redentor,João Pessoa,PB,Terreno,,Brasil,95827.2,109,10,3,1,2,Aceita permuta,,False,True,False,False,False,False,True,False,False,0.0,0.0,,,0,Aragão,83968120848,True
58069521,Rua Forte de Santa Catarina,124,Gramame,João Pessoa,PB,Flat,,Brasil,329489.64,221,10,2,3,1,Aceita carro no negócio,,False,True,False,True,True,False,False,False,False,0.0,0.0,,,0,Azevedo e Filhos,8393038942,False
58062025,Rua Antonio José de Morais,762,Paratibe,João Pessoa,PB,Apartamento,,Brasil,491143.73,289,8,2,3,1,,,True,False,True,False,False,False,True,True,False,0.0,0.0,,,0,Carvalho e Filhos,83920792839,False
58025000,Rua Deputado Tertuliano de Brito,340,Treze de Maio,João Pessoa,PB,Flat,,Brasil,60921.21,155,5,5,2,5,,,True,False,True,True,True,False,False,True,True,9.0,5482.9089,Vicente Sales,04/06/2023,0,da Rosa Teixeira S/A,83940439575,False
58062275,Rua Maria de Lourdes Bezerra,184,Paratibe,João Pessoa,PB,Flat,,Brasil,204449.04,288,6,0,2,2,Aceita permuta,,False,False,False,True,True,False,False,False,True,6.0,12266.9424,Levi Teixeira,01/06/2023,0,Vieira,83988636693,True
58059410,Rua Luiz Martins,799,Mangabeira,João Pessoa,PB,Flat,,Brasil,231042.79,178,7,3,1,2,Aceita permuta,,False,True,True,False,False,True,False,True,True,1.0,2310.4279,Sr. Noah Oliveira,02/06/2023,0,Sales - EI,83935463215,True
58058340,Rua Irene Alves P. Celani,607,Mangabeira,João Pessoa,PB,Flat,,Brasil,370167.89,147,8,3,1,3,Aceita permuta,,True,True,True,True,False,False,True,True,True,6.0,22210.0734,Lucas Gabriel Castro,17/05/2023,0,Caldeira e Filhos,83976512124,False
58064375,Rua Professora Maria Alexandrina de Oliveira Lima,132,Valentina de Figueiredo,João Pessoa,PB,Casa,,Brasil,326418.33,82,4,3,3,3,Aceita permuta,,False,False,False,True,False,True,True,False,False,0.0,0.0,,,0,Duarte Freitas e Filhos,8392291153,False
58059804,Rua Algodão da Praia,526,Mangabeira,João Pessoa,PB,Flat,,Brasil,120718.85,255,1,5,1,5,,,False,True,False,False,True,False,True,True,True,9.0,10864.6965,Lucas das Neves,17/04/2023,0,Campos e Filhos,83998097329,False
58027581,Rua Artur Fernandes da Silva,966,Alto do Céu,João Pessoa,PB,Apartamento,,Brasil,415524.65,143,5,3,2,1,,,True,True,True,True,False,True,False,False,True,7.0,29086.7255,Ana Ferreira,30/09/2022,0,Oliveira,83968571895,True
58010770,Avenida Miguel Couto,593,Centro,João Pessoa,PB,Flat,,Brasil,115306.5,473,4,1,1,3,,,True,False,True,False,True,True,True,True,True,8.0,9224.52,Sarah das Neves,31/03/2023,0,da Luz S/A,83964315314,False
58052515,Rua Valdir Evangelista dos Santos,429,Jardim Cidade Universitária,João Pessoa,PB,Apartamento,,Brasil,98192.53,325,3,3,2,1,Aceita carro no negócio,,False,True,True,True,True,True,True,True,False,0.0,0.0,,,0,Barbosa Araújo S/A,83937938454,False
58028010,Avenida Dom Manoel Paiva,782,Mandacaru,João Pessoa,PB,Terreno,,Brasil,255942.36,247,5,3,3,1,Aceita carro no negócio,,False,False,False,True,True,False,True,True,True,6.0,15356.5416,Larissa Moreira,29/05/2023,0,Caldeira,83953609966,True
58045090,Avenida Manoel Cavalcanti de Souza,339,Cabo Branco,João Pessoa,PB,Flat,,Brasil,129824.39,349,10,4,2,3,Aceita carro no negócio,,True,True,False,True,False,False,False,True,False,0.0,0.0,,,0,Aragão Costela S.A.,83930528770,True
58063011,Rua Doutor Francisco Gomes Beltrão,663,Valentina de Figueiredo,João Pessoa,PB,Flat,,Brasil,385618.78,135,8,1,1,4,Aceita permuta,,False,False,False,True,False,False,False,False,True,5.0,19280.939,Erick Vieira,22/05/2023,0,Campos,83954928785,False
58069506,Rua Farol do Cabo Branco,573,Gramame,João Pessoa,PB,Terreno,,Brasil,329182.61,427,7,5,2,3,Aceita permuta,,False,True,False,True,False,True,True,True,False,0.0,0.0,,,0,Fogaça,83972444119,False
58074670,Rua Rafael Correia de Oliveira,397,José Américo de Almeida,João Pessoa,PB,Flat,,Brasil,382023.59,471,6,2,1,1,Aceita permuta,,False,True,False,True,True,False,True,False,False,0.0,0.0,,,0,Cunha Barbosa S.A.,83990962783,False
58059430,Rua Paulo Pacote Filho,909,Mangabeira,João Pessoa,PB,Terreno,,Brasil,158574.71,101,8,5,1,3,Aceita carro no negócio,,True,True,False,False,False,True,False,True,False,0.0,0.0,,,0,Oliveira - EI,83938762793,True
58070640,Rua Radialista José Monteiro,656,Cristo Redentor,João Pessoa,PB,Apartamento,,Brasil,118303.68,192,8,2,2,1,Aceita carro no negócio,,False,True,True,True,False,False,False,True,True,8.0,9464.2944,Dr. Guilherme Pereira,04/06/2023,0,Moura S/A,83972496848,False
58050708,Rua Liberdade,852,Castelo Branco,João Pessoa,PB,Apartamento,,Brasil,229524.06,332,2,1,2,4,,,False,True,True,True,False,False,True,True,False,0.0,0.0,,,0,da Cruz,8399933124,True
58053122,Rua Administrador Idevaldo Veras Barreto,656,Jardim São Paulo,João Pessoa,PB,Terreno,,Brasil,149920.87,160,7,0,3,2,Aceita carro no negócio,,False,False,False,True,False,True,False,True,False,0.0,0.0,,,0,Farias Cavalcanti S.A.,83921042759,False
58068041,Rua João Jorge de Lima,268,Gramame,João Pessoa,PB,Casa,,Brasil,333225.18,495,1,2,3,4,,,False,False,False,True,False,False,False,True,True,4.0,13329.0072,Dr. João Freitas,13/02/2023,0,Melo,83911980999,True
58045540,Rua das Arabaianas,675,Ponta do Seixas,João Pessoa,PB,Apartamento,,Brasil,404469.32,199,4,3,1,3,,,False,False,True,True,False,False,False,False,True,7.0,28312.8524,Emanuelly Campos,22/12/2022,0,Cunha Nunes - ME,83914183894,False
58011422,Rua Coronel Bento II,535,Ilha do Bispo,João Pessoa,PB,Terreno,,Brasil,32669.41,481,2,3,1,4,Aceita carro no negócio,,True,False,True,True,False,False,True,False,True,6.0,1960.1646,Marcelo Mendes,30/05/2023,0,Peixoto,8394591471,False
58063230,Rua Padre Emiliano de Cristo,553,Valentina de Figueiredo,João Pessoa,PB,Terreno,,Brasil,249020.75,275,8,5,2,3,,,False,True,True,True,False,False,False,True,False,0.0,0.0,,,0,Freitas,83928777786,True
58039081,Rua Helena Meira Lima,807,Tambaú,João Pessoa,PB,Flat,,Brasil,197204.66,328,2,0,3,3,,,False,True,False,False,False,True,False,True,True,7.0,13804.3262,Srta. Laura Santos,18/04/2023,0,Peixoto Souza - EI,83946702768,False
58030903,Avenida Mato Grosso 300,210,Estados,João Pessoa,PB,Apartamento,,Brasil,84070.54,314,9,5,1,5,Aceita carro no negócio,,True,False,True,False,True,True,True,False,False,0.0,0.0,,,0,Alves Campos e Filhos,83951292103,False
58084143,Rua Fotógrafa Ângela Maria da Silva,905,Jardim Veneza,João Pessoa,PB,Terreno,,Brasil,62207.59,402,10,3,3,4,Aceita carro no negócio,,False,True,False,True,False,False,True,False,False,0.0,0.0,,,0,Novaes Moreira e Filhos,8393138977,False
58069483,Rua Eunice Maria Santiago,459,Gramame,João Pessoa,PB,Terreno,,Brasil,383411.8,172,1,2,1,1,Aceita carro no negócio,,True,False,False,True,True,True,True,True,False,0.0,0.0,,,0,Dias,83939430801,False
58040902,"Avenida Ministro José Américo de Almeida, s/n",143,Torre,João Pessoa,PB,Terreno,,Brasil,113674.4,310,1,5,1,4,Aceita carro no negócio,,True,True,True,True,False,True,False,True,True,6.0,6820.464,Melissa Viana,03/06/2023,0,Peixoto Ltda.,83987726594,True
58070490,Praça Doutor Luiz Gonzaga Burity,482,Cristo Redentor,João Pessoa,PB,Apartamento,,Brasil,440397.47,478,7,0,2,3,Aceita carro no negócio,,True,False,False,True,False,True,True,True,True,6.0,26423.8482,Evelyn Araújo,06/03/2023,0,Costela,83916141308,True
58074000,Rua Itamar Neiva Monteiro,698,José Américo de Almeida,João Pessoa,PB,Flat,,Brasil,303703.2,201,7,2,3,3,Aceita permuta,,True,True,True,True,True,False,False,True,False,0.0,0.0,,,0,Carvalho,83995956363,True
58079432,Rua Dacio Linhares Pordeus,346,Funcionários,João Pessoa,PB,Flat,,Brasil,179343.1,278,2,3,2,3,Aceita permuta,,False,True,True,True,True,True,True,False,False,0.0,0.0,,,0,Freitas,83953594352,False
58027552,Rua Augustinho José,642,Alto do Céu,João Pessoa,PB,Flat,,Brasil,13801.22,155,6,3,1,4,Aceita permuta,,False,True,True,True,False,True,True,True,True,5.0,690.061,Maria Clara Rocha,03/05/2023,0,da Conceição S.A.,83964103721,False
58062012,Rua Anita Garibaldi,864,Paratibe,João Pessoa,PB,Flat,,Brasil,332162.68,176,2,0,1,1,Aceita carro no negócio,,False,False,True,False,False,False,False,False,False,0.0,0.0,,,0,Correia,83988063323,False
58080822,Rua Antônio Ferreira da Silva,614,Ernani Sátiro,João Pessoa,PB,Casa,,Brasil,366559.4,144,6,0,3,3,Aceita permuta,,True,True,True,True,True,True,True,False,False,0.0,0.0,,,0,Costa,83931642766,True
58073290,Rua José Gonçalves de Assis,649,José Américo de Almeida,João Pessoa,PB,Terreno,,Brasil,55610.04,186,9,0,3,4,,,True,True,False,False,True,False,True,False,False,0.0,0.0,,,0,da Costa,83928112165,False
58025320,Rua José Gonçalves,939,Treze de Maio,João Pessoa,PB,Flat,,Brasil,7506.32,342,9,0,3,1,Aceita carro no negócio,,True,True,False,True,False,True,True,False,False,0.0,0.0,,,0,Viana Caldeira Ltda.,83969718259,False
58059442,Rua José Freire de Lima,559,Mangabeira,João Pessoa,PB,Casa,,Brasil,139453.85,302,1,1,3,1,Aceita carro no negócio,,False,False,True,False,True,True,False,False,True,10.0,13945.385,Gustavo Silva,08/02/2023,0,Lima Nunes - EI,83994761147,True
58065004,Rua Oscar Lopes Machado,469,Valentina de Figueiredo,João Pessoa,PB,Terreno,,Brasil,447559.84,112,9,3,3,1,Aceita permuta,,True,False,False,True,False,True,False,False,True,10.0,44755.984,Ana Júlia Duarte,27/02/2023,0,Correia,83932873640,False
58076149,Rua Professora Maria dos Anjos,393,João Paulo II,João Pessoa,PB,Terreno,,Brasil,331397.88,142,9,3,1,5,,,True,False,False,False,False,False,True,True,True,3.0,9941.9364,Olivia Ferreira,26/03/2023,0,Santos Monteiro - ME,83910523034,False
58052754,Rua Maria Antônia de Oliveira,759,Jardim Cidade Universitária,João Pessoa,PB,Terreno,,Brasil,106049.54,417,7,5,2,1,,,False,False,True,False,True,False,False,True,True,1.0,1060.4954,Ryan Nascimento,29/05/2023,0,Fogaça,83980947973,True
58075310,Rua Professora Odete da Silveira,432,Ernesto Geisel,João Pessoa,PB,Apartamento,,Brasil,377736.49,128,10,5,3,2,Aceita permuta,,True,False,False,True,True,False,True,True,True,9.0,33996.2841,Sra. Melissa Novaes,04/05/2023,0,Dias e Filhos,8396076357,False
58077310,Rua Erandir Belo Peixoto,656,Cuiá,João Pessoa,PB,Casa,,Brasil,495554.86,459,4,2,3,5,Aceita carro no negócio,,True,True,True,True,True,True,True,False,False,0.0,0.0,,,0,Cardoso,83981769938,True
58036530,Rua Roderico Toscano de Brito Borges,125,Aeroclube,João Pessoa,PB,Terreno,,Brasil,33194.46,348,10,1,1,5,Aceita carro no negócio,,False,False,True,True,False,True,False,False,False,0.0,0.0,,,0,das Neves,83959243926,True
58075550,Rua João Ernesto Andrade,135,Ernesto Geisel,João Pessoa,PB,Casa,,Brasil,297846.87,392,4,5,1,1,Aceita carro no negócio,,True,True,False,True,False,False,False,False,True,3.0,8935.4061,Stephany Azevedo,24/01/2023,0,Monteiro,83943744545,False
58040261,Rua Feliciano Dourado,197,Torre,João Pessoa,PB,Terreno,,Brasil,44241.64,172,2,0,1,1,Aceita permuta,,False,False,True,False,True,False,False,True,True,7.0,3096.9148,Emanuella Nunes,12/04/2023,0,Moreira,8391691645,True
58084019,Rua Francisco Severiano da Silva,697,Jardim Veneza,João Pessoa,PB,Apartamento,,Brasil,38106.36,122,2,2,3,4,Aceita carro no negócio,,True,True,False,True,True,False,True,True,True,9.0,3429.5724,Vinicius Campos,15/09/2022,0,Rocha,83936497511,True
58045010,Avenida Cabo Branco,552,Cabo Branco,João Pessoa,PB,Casa,,Brasil,189495.53,433,3,3,2,5,Aceita permuta,,False,False,True,False,False,False,False,False,True,9.0,17054.5977,Maria Vitória Dias,13/01/2023,0,Vieira,83999120083,False
58063290,Rua Padre João Félix de Medeiros,441,Valentina de Figueiredo,João Pessoa,PB,Casa,,Brasil,158107.62,280,7,1,3,4,Aceita permuta,,True,True,False,True,False,True,False,False,True,4.0,6324.3048,Leandro Santos,19/01/2023,0,da Conceição - EI,8395319957,False
58027555,Rua Bancário Aníbal Peixoto,535,Alto do Céu,João Pessoa,PB,Flat,,Brasil,101124.56,425,4,2,3,5,,,False,False,True,True,True,True,True,False,False,0.0,0.0,,,0,Viana,83994653985,False
58064120,Rua José Alves de Macedo,677,Valentina de Figueiredo,João Pessoa,PB,Casa,,Brasil,371326.46,487,10,5,3,4,,,False,False,True,False,False,True,True,True,False,0.0,0.0,,,0,Souza,83963781582,True
58033454,Rua Empresário Clóvis Rolim,424,Brisamar,João Pessoa,PB,Apartamento,,Brasil,43307.56,462,9,5,3,2,Aceita permuta,,True,True,False,True,True,False,True,True,True,6.0,2598.4536,Srta. Marina Ribeiro,01/11/2022,0,Cunha,83922857668,True
58033365,Praça Nathalia Oliveira Wanderley,656,Brisamar,João Pessoa,PB,Apartamento,,Brasil,275674.07,129,4,3,1,3,Aceita carro no negócio,,False,False,False,False,True,False,False,True,False,0.0,0.0,,,0,Moraes Moreira e Filhos,83947527860,True
58080405,Rua Walter Vieira Arcoverde,651,Ernani Sátiro,João Pessoa,PB,Flat,,Brasil,351559.32,260,10,2,2,3,Aceita permuta,,False,False,True,False,True,False,True,False,False,0.0,0.0,,,0,Carvalho Ltda.,83967635045,True
58076249,Rua Cícero Moreira Neto,479,João Paulo II,João Pessoa,PB,Casa,,Brasil,431699.67,156,9,1,2,4,Aceita carro no negócio,,False,False,True,False,False,False,True,False,True,2.0,8633.9934,Isabella Cardoso,01/06/2023,0,Lima,83939807807,False
58085410,Rua Suzete Tavares,658,Cruz das Armas,João Pessoa,PB,Terreno,,Brasil,423145.32,411,3,1,3,4,,,True,False,False,False,False,True,False,True,False,0.0,0.0,,,0,Rodrigues S/A,83946358078,True
58037745,Rua José Tavares Benevides,673,Jardim Oceania,João Pessoa,PB,Flat,,Brasil,28317.21,88,10,4,3,1,,,True,False,True,True,False,True,False,True,False,0.0,0.0,,,0,Fogaça,83947734819,False
58062279,Rua Clécio Ribeiro de Sousa,270,Paratibe,João Pessoa,PB,Terreno,,Brasil,13831.67,374,6,5,3,1,,,False,False,True,False,True,True,False,True,False,0.0,0.0,,,0,Nascimento,83980126496,True
58015650,Rua Ademar Cabral de Medeiros,847,Jaguaribe,João Pessoa,PB,Apartamento,,Brasil,91091.99,156,8,2,1,3,Aceita permuta,,False,True,False,False,True,True,False,False,False,0.0,0.0,,,0,Duarte,83933517638,False
58088000,Rua Compositor Rosil Cavalcanti,482,Oitizeiro,João Pessoa,PB,Casa,,Brasil,245716.43,396,9,4,3,5,,,True,False,False,False,False,False,True,False,True,8.0,19657.3144,Emilly Alves,16/05/2023,0,Porto,83934211165,True
58078470,Conjunto Grotão,470,Funcionários,João Pessoa,PB,Terreno,,Brasil,372540.56,375,8,2,2,1,,,False,True,False,True,False,False,False,True,True,6.0,22352.4336,Carlos Eduardo Sales,24/08/2022,0,Teixeira,83915083222,False
58051160,Rua Carlos P. Filho,198,Jardim Cidade Universitária,João Pessoa,PB,Apartamento,,Brasil,54041.77,103,5,4,2,5,,,False,False,True,False,False,False,False,False,True,6.0,3242.5062,Juan Moura,11/02/2023,0,Pires,83983775095,True
58025000,Rua Deputado Tertuliano de Brito,900,Treze de Maio,João Pessoa,PB,Terreno,,Brasil,158323.7,98,1,3,2,4,,,False,False,True,False,False,False,True,True,False,0.0,0.0,,,0,Barbosa da Cruz Ltda.,83934115572,False
58037215,Rua Edvaldo da Silva Brandão,252,Jardim Oceania,João Pessoa,PB,Terreno,,Brasil,225159.37,109,7,2,3,5,Aceita permuta,,True,True,False,False,False,True,False,True,True,10.0,22515.937,João Vitor Aragão,27/10/2022,0,Pereira,83923303531,True
58073320,Praça Deputado Janduhy Carneiro,922,José Américo de Almeida,João Pessoa,PB,Casa,,Brasil,360988.15,416,6,0,2,5,Aceita carro no negócio,,False,True,False,True,True,True,True,False,True,7.0,25269.1705,João Gabriel Moraes,20/05/2023,0,Cardoso Nunes - EI,83919128383,True
58046540,Rua Maestrina Marilda Eduardo Pereira de Sousa,779,Portal do Sol,João Pessoa,PB,Apartamento,,Brasil,474184.83,146,9,2,2,3,,,False,False,False,True,True,False,False,False,True,4.0,18967.3932,Davi Lucca Teixeira,02/02/2023,0,da Mota Lima S.A.,839644965,True
58079808,Rua Papa João Paulo I,947,Grotão,João Pessoa,PB,Flat,,Brasil,429766.18,318,6,4,2,5,,,False,False,True,True,False,True,False,False,True,3.0,12892.9854,Noah da Conceição,25/04/2023,0,da Mata,83915354467,False
58075560,Rua Janduhi Ernesto de Andrade,859,Ernesto Geisel,João Pessoa,PB,Flat,,Brasil,111906.66,370,3,2,3,2,Aceita permuta,,True,False,True,True,True,False,True,True,False,0.0,0.0,,,0,Novaes,83996435752,True
58082807,Rua Aleff Soares dos Santos,872,Distrito Industrial,João Pessoa,PB,Apartamento,,Brasil,430762.25,309,10,3,1,2,Aceita carro no negócio,,True,False,True,True,True,False,False,False,False,0.0,0.0,,,0,Vieira,83930892234,False
58020015,Ladeira Dom Vital,405,Roger,João Pessoa,PB,Apartamento,,Brasil,10812.58,217,2,1,3,1,,,False,True,False,False,True,True,True,False,True,9.0,973.1322,Sr. Daniel Lopes,19/10/2022,0,Oliveira Rocha S.A.,83973383562,False
58055623,Granja Marilu,292,Mangabeira,João Pessoa,PB,Casa,,Brasil,170399.35,416,7,0,1,1,,,True,True,True,True,False,True,True,True,False,0.0,0.0,,,0,Sales Moraes S/A,8399705145,True
58086170,Rua Desportista Genival Barbosa,162,Cruz das Armas,João Pessoa,PB,Flat,,Brasil,218445.83,363,4,2,3,5,Aceita carro no negócio,,False,False,True,True,True,True,False,False,False,0.0,0.0,,,0,Gomes,83957885342,True
58066208,Rua das Beneditas,644,Muçumagro,João Pessoa,PB,Flat,,Brasil,250212.11,313,1,2,1,2,Aceita permuta,,False,False,True,True,False,True,False,True,False,0.0,0.0,,,0,Barbosa,83934207521,True
58066234,Rua Wirley Lins Ribeiro,246,Muçumagro,João Pessoa,PB,Flat,,Brasil,391345.47,82,4,5,3,1,Aceita permuta,,True,True,True,False,True,True,False,False,True,7.0,27394.1829,Sra. Esther Oliveira,19/05/2023,0,Cunha S/A,83922581727,False
58068403,Rua Waldemar Chaves,504,Gramame,João Pessoa,PB,Flat,,Brasil,23742.78,363,3,5,2,5,Aceita carro no negócio,,True,True,True,False,True,True,False,True,True,1.0,237.4278,Maria Eduarda da Costa,28/02/2023,0,da Mata Vieira - EI,83957604743,True
58059408,Rua João Batista da Silva,707,Mangabeira,João Pessoa,PB,Flat,,Brasil,188756.43,205,7,5,3,2,Aceita carro no negócio,,False,True,False,False,True,False,False,True,True,7.0,13212.9501,Thiago Gonçalves,04/01/2023,0,Rezende Lopes e Filhos,83930913999,True
58085300,Avenida Centenário,747,Cruz das Armas,João Pessoa,PB,Casa,,Brasil,179798.17,170,1,3,1,5,Aceita carro no negócio,,True,True,True,False,False,True,True,False,True,5.0,8989.9085,Eduarda Silva,18/02/2023,0,Lopes e Filhos,83970608668,True
58035310,Rua Julieta Marinho Marsicano,427,Bessa,João Pessoa,PB,Casa,,Brasil,252482.64,278,3,2,1,5,,,False,True,False,False,False,True,True,True,True,4.0,10099.3056,Felipe Duarte,21/11/2022,0,Campos Nogueira S/A,8394253900,True
58032190,Avenida Manoel dos Anjos,611,Miramar,João Pessoa,PB,Casa,,Brasil,223718.79,161,2,3,3,3,Aceita carro no negócio,,False,False,True,True,False,False,True,False,False,0.0,0.0,,,0,Pereira,83991953029,True
58087412,Rua João Francisco Soares,184,Oitizeiro,João Pessoa,PB,Flat,,Brasil,4628.19,497,2,3,2,5,,,False,True,True,False,True,True,False,True,False,0.0,0.0,,,0,Monteiro e Filhos,8396533595,False
58064245,Rua Doutor Aloysio Sobreira,283,Valentina de Figueiredo,João Pessoa,PB,Apartamento,,Brasil,387181.39,84,5,1,3,3,Aceita permuta,,True,False,True,False,False,True,True,False,False,0.0,0.0,,,0,Viana,83986772675,True
58079735,Rua Eugênio de Carvalho Júnior,711,Funcionários,João Pessoa,PB,Apartamento,,Brasil,494962.5,85,5,5,1,5,,,False,True,False,True,False,True,False,False,False,0.0,0.0,,,0,Alves,83949555121,False
